,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
1,1027,Ethereum,ETH,ethereum,8658,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120073215.06618808,120073215.06618808,True,,2,,,,2024-03-27T14:00:00.000Z,3565.00116040415,17331315317.066853,-19.3524,-0.40814067,-1.20587586,6.57567107,16.45063106,57.21386997,48.76253133,428061151044.4176,16.2086,428061151044.42,,2024-03-27T14:00:00.000Z,,,,,,2024-03-27 17:02:52.465013
2,825,Tether USDt,USDT,tether,80390,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,104362092743.91322,107792615137.11449,True,,3,,,,2024-03-27T14:00:00.000Z,0.999887572727379,78798691929.50993,-10.3257,0.00434296,-0.00078592,0.0186708,-0.02032797,-0.00212831,-0.1137711,104350359598.46101,3.9513,107780496307.39,,2024-03-27T14:00:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-03-27 17:02:52.465013
3,1839,BNB,BNB,bnb,2124,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,149536620.39165115,149536620.39165115,False,,4,,,,2024-03-27T14:00:00.000Z,574.223648248383,2097428860.0416186,-2.8405,-0.56476245,-2.03783512,8.45216163,45.9189654,89.36403934,70.90163077,85867463708.02747,3.2514,85867463708.03,,2024-03-27T14:00:00.000Z,,,,,,2024-03-27 17:02:52.465013
4,5426,Solana,SOL,solana,649,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,444306678.5286368,572748455.4786679,True,,5,,,,2024-03-27T14:00:00.000Z,185.831413138689,3738792071.3255205,-2.3444,-0.60206305,-3.5478265,8.02251269,82.89764264,101.58099896,83.06652263,82566137937.93378,3.1289,106434654854.6,,2024-03-27T14:00:00.000Z,,,,,,2024-03-27 17:02:52.465013
5,52,XRP,XRP,xrp,1279,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,54884241878.0,99987762348.0,False,,6,,,,2024-03-27T14:01:00.000Z,0.6186384579919141,2014255821.9370847,-10.5694,-0.49022384,-2.96956524,4.11939659,16.12611888,16.86222751,-3.19274013,33953502763.461155,1.2869,61863845799.19,,2024-03-27T14:01:00.000Z,,,,,,2024-03-27 17:02:52.465013
6,3408,USDC,USDC,usd-coin,17674,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,32287299828.043236,32287299828.043236,False,,7,,,,2024-03-27T14:00:00.000Z,0.9999590734049071,9287133052.70939,5.5926,0.00188018,0.00419374,-0.00631898,-0.01562662,-0.02458756,-0.05619903,32285978418.79653,1.2225,32285978418.8,,2024-03-27T14:00:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-03-27 17:02:52.465013
7,74,Dogecoin,DOGE,dogecoin,939,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,143639236383.70526,143639236383.70526,True,,8,,,,2024-03-27T14:01:00.000Z,0.184678419374749,3254349851.8255024,-1.1983,-1.57876759,1.82484994,38.29223345,117.72949212,132.30635354,98.65858253,26527067135.538624,1.0045,26527067135.54,,2024-03-27T14:01:00.000Z,,,,,,2024-03-27 17:02:52.465013
8,2010,Cardano,ADA,cardano,1120,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35578756686.931,36742818378.514,False,,9,,,,2024-03-27T14:00:00.000Z,0.6501696071165984,613956439.9473994,-7.7264,-0.54132879,-2.56506129,7.0892023,11.33084934,34.8769576,2.11502453,23132226256.838978,0.8767,29257632320.25,,2024-03-27T14:00:00.000Z,,,,,,2024-03-27 17:02:52.465013
9,5805,Avalanche,AVAX,avalanche,695,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",715748719.0,377416536.4228908,436106176.4228908,False,,10,,,,2024-03-27T14:00:00.000Z,54.102555022913336,948431411.822678,5.1671,-0.50967147,-5.52254244,2.31029247,46.36482963,67.04959046,32.54081186,20419198928.376823,0.7739,38723834452.28,,2024-03-27T14:00:00.000Z,,,,,,2024-03-27 17:02:52.465013
10,5994,Shiba Inu,SHIB,shiba-inu,779,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589289410812691.0,589534086491242.2,False,,11,,,,2024-03-27T14:00:00.000Z,3.0153785584920863e-05,1770955666.3901162,-23.638,-0.93170004,-0.81783842,18.37156475,215.39600245,233.66731972,181.33331985,17769306541.11023,0.6728,17776684439.06,,2024-03-27T14:00:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-03-27 17:02:52.465013
11,11419,Toncoin,TON,toncoin,238,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,3470275400.926201,5104687763.97532,True,,12,3414166606.0,16774518389.405704,,2024-03-27T14:00:00.000Z,4.913210257497816,235167792.70884642,-18.6921,-2.7831234,-3.65671117,20.9839938,132.40327445,136.84596917,124.55287436,17050192696.172956,0.6462,25080404283.29,,2024-03-27T14:00:00.000Z,,,,,,2024-03-27 17:02:52.465013
12,6636,Polkadot,DOT,polkadot-new,725,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1426482618.4027038,1426482618.4027038,True,,13,,,,2024-03-27T14:01:00.000Z,9.55451733577095,380121851.10884124,14.4966,-0.57766807,-2.65908539,5.18872986,24.61045005,43.28639368,12.21156942,13629352906.704569,0.5165,13629352906.7,,2024-03-27T14:01:00.000Z,,,,,,2024-03-27 17:02:52.465013
13,1975,Chainlink,LINK,chainlink,1704,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",1000000000.0,587099970.4527867,1000000000.0,False,,14,,,,2024-03-27T14:00:00.000Z,19.481399954617427,487394998.94306254,-13.3983,-1.15559461,-4.01724972,11.33656478,5.37153322,36.87271269,15.31052912,11437529337.734812,0.4335,19481399954.62,,2024-03-27T14:00:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2024-03-27 17:02:52.465013
14,1958,TRON,TRX,tron,959,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,87762650894.33229,87762752443.28235,True,,15,71659659264.0,8619929086.873983,,2024-03-27T14:00:00.000Z,0.12028984194744027,317844257.39578635,-19.115,-0.22239983,-1.2602193,2.93970745,-13.09682194,6.2991333,13.35898538,10556955404.96761,0.4001,10556967620.27,,2024-03-27T14:00:00.000Z,,,,,,2024-03-27 17:02:52.465013
15,1,Bitcoin,BTC,bitcoin,10943,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19665712.0,19665712.0,False,,1,,,,2024-03-27T14:01:00.000Z,69971.48180952607,36505541044.89191,-19.0109,-0.34470446,-0.63949805,10.1813367,36.55038876,67.64816412,63.35759517,1376039009479.3787,52.1041,1469401118000.05,,2024-03-27T14:01:00.000Z,,,,,,2024-03-27 17:02:52.465013
16,1027,Ethereum,ETH,ethereum,8658,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120073215.06618808,120073215.06618808,True,,2,,,,2024-03-27T14:00:00.000Z,3565.00116040415,17331315317.066853,-19.3524,-0.40814067,-1.20587586,6.57567107,16.45063106,57.21386997,48.76253133,428061151044.4176,16.2086,428061151044.42,,2024-03-27T14:00:00.000Z,,,,,,2024-03-27 17:02:52.465013
17,825,Tether USDt,USDT,tether,80390,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,104362092743.91322,107792615137.11449,True,,3,,,,2024-03-27T14:00:00.000Z,0.999887572727379,78798691929.50993,-10.3257,0.00434296,-0.00078592,0.0186708,-0.02032797,-0.00212831,-0.1137711,104350359598.46101,3.9513,107780496307.39,,2024-03-27T14:00:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-03-27 17:02:52.465013
18,1839,BNB,BNB,bnb,2124,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,149536620.39165115,149536620.39165115,False,,4,,,,2024-03-27T14:00:00.000Z,574.223648248383,2097428860.0416186,-2.8405,-0.56476245,-2.03783512,8.45216163,45.9189654,89.36403934,70.90163077,85867463708.02747,3.2514,85867463708.03,,2024-03-27T14:00:00.000Z,,,,,,2024-03-27 17:02:52.465013
19,5426,Solana,SOL,solana,649,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,444306678.5286368,572748455.4786679,True,,5,,,,2024-03-27T14:00:00.000Z,185.831413138689,3738792071.3255205,-2.3444,-0.60206305,-3.5478265,8.02251269,82.89764264,101.58099896,83.06652263,82566137937.93378,3.1289,106434654854.6,,2024-03-27T14:00:00.000Z,,,,,,2024-03-27 17:02:52.465013
20,52,XRP,XRP,xrp,1279,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,54884241878.0,99987762348.0,False,,6,,,,2024-03-27T14:01:00.000Z,0.6186384579919141,2014255821.9370847,-10.5694,-0.49022384,-2.96956524,4.11939659,16.12611888,16.86222751,-3.19274013,33953502763.461155,1.2869,61863845799.19,,2024-03-27T14:01:00.000Z,,,,,,2024-03-27 17:02:52.465013
21,3408,USDC,USDC,usd-coin,17674,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,32287299828.043236,32287299828.043236,False,,7,,,,2024-03-27T14:00:00.000Z,0.9999590734049071,9287133052.70939,5.5926,0.00188018,0.00419374,-0.00631898,-0.01562662,-0.02458756,-0.05619903,32285978418.79653,1.2225,32285978418.8,,2024-03-27T14:00:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-03-27 17:02:52.465013
22,74,Dogecoin,DOGE,dogecoin,939,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,143639236383.70526,143639236383.70526,True,,8,,,,2024-03-27T14:01:00.000Z,0.184678419374749,3254349851.8255024,-1.1983,-1.57876759,1.82484994,38.29223345,117.72949212,132.30635354,98.65858253,26527067135.538624,1.0045,26527067135.54,,2024-03-27T14:01:00.000Z,,,,,,2024-03-27 17:02:52.465013
23,2010,Cardano,ADA,cardano,1120,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35578756686.931,36742818378.514,False,,9,,,,2024-03-27T14:00:00.000Z,0.6501696071165984,613956439.9473994,-7.7264,-0.54132879,-2.56506129,7.0892023,11.33084934,34.8769576,2.11502453,23132226256.838978,0.8767,29257632320.25,,2024-03-27T14:00:00.000Z,,,,,,2024-03-27 17:02:52.465013
24,5805,Avalanche,AVAX,avalanche,695,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",715748719.0,377416536.4228908,436106176.4228908,False,,10,,,,2024-03-27T14:00:00.000Z,54.102555022913336,948431411.822678,5.1671,-0.50967147,-5.52254244,2.31029247,46.36482963,67.04959046,32.54081186,20419198928.376823,0.7739,38723834452.28,,2024-03-27T14:00:00.000Z,,,,,,2024-03-27 17:02:52.465013
25,5994,Shiba Inu,SHIB,shiba-inu,779,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589289410812691.0,589534086491242.2,False,,11,,,,2024-03-27T14:00:00.000Z,3.0153785584920863e-05,1770955666.3901162,-23.638,-0.93170004,-0.81783842,18.37156475,215.39600245,233.66731972,181.33331985,17769306541.11023,0.6728,17776684439.06,,2024-03-27T14:00:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-03-27 17:02:52.465013
26,11419,Toncoin,TON,toncoin,238,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,3470275400.926201,5104687763.97532,True,,12,3414166606.0,16774518389.405704,,2024-03-27T14:00:00.000Z,4.913210257497816,235167792.70884642,-18.6921,-2.7831234,-3.65671117,20.9839938,132.40327445,136.84596917,124.55287436,17050192696.172956,0.6462,25080404283.29,,2024-03-27T14:00:00.000Z,,,,,,2024-03-27 17:02:52.465013
27,6636,Polkadot,DOT,polkadot-new,725,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1426482618.4027038,1426482618.4027038,True,,13,,,,2024-03-27T14:01:00.000Z,9.55451733577095,380121851.10884124,14.4966,-0.57766807,-2.65908539,5.18872986,24.61045005,43.28639368,12.21156942,13629352906.704569,0.5165,13629352906.7,,2024-03-27T14:01:00.000Z,,,,,,2024-03-27 17:02:52.465013
28,1975,Chainlink,LINK,chainlink,1704,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",1000000000.0,587099970.4527867,1000000000.0,False,,14,,,,2024-03-27T14:00:00.000Z,19.481399954617427,487394998.94306254,-13.3983,-1.15559461,-4.01724972,11.33656478,5.37153322,36.87271269,15.31052912,11437529337.734812,0.4335,19481399954.62,,2024-03-27T14:00:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2024-03-27 17:02:52.465013
29,1958,TRON,TRX,tron,959,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,87762650894.33229,87762752443.28235,True,,15,71659659264.0,8619929086.873983,,2024-03-27T14:00:00.000Z,0.12028984194744027,317844257.39578635,-19.115,-0.22239983,-1.2602193,2.93970745,-13.09682194,6.2991333,13.35898538,10556955404.96761,0.4001,10556967620.27,,2024-03-27T14:00:00.000Z,,,,,,2024-03-27 17:02:52.465013
0,1,Bitcoin,BTC,bitcoin,10943,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19665712.0,19665712.0,False,,1,,,,2024-03-27T14:03:00.000Z,69417.02421684252,36363652365.36978,-18.1419,-1.50647922,-1.22538818,9.26419985,35.4121404,66.28758412,62.24637546,1365135206145.4504,51.7927,1457757508553.69,,2024-03-27T14:03:00.000Z,,,,,,2024-03-27 17:03:53.882980
1,1027,Ethereum,ETH,ethereum,8658,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120073215.06618808,120073215.06618808,True,,2,,,,2024-03-27T14:02:00.000Z,3558.927350213185,17304614171.087524,-19.0388,-0.83107837,-1.41743698,6.72766864,16.21386572,56.96165006,48.61571034,427331849127.0866,16.2128,427331849127.09,,2024-03-27T14:02:00.000Z,,,,,,2024-03-27 17:03:53.882980
2,825,Tether USDt,USDT,tether,80390,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,104362092743.91322,107792615137.11449,True,,3,,,,2024-03-27T14:02:00.000Z,0.9998804147986217,78751198045.56741,-10.0999,0.0103941,-0.02089987,0.00810695,-0.01865254,-0.0093912,-0.05345076,104349612582.03618,3.959,107779724735.53,,2024-03-27T14:02:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-03-27 17:03:53.882980
3,1839,BNB,BNB,bnb,2124,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,149536620.39165115,149536620.39165115,False,,4,,,,2024-03-27T14:02:00.000Z,574.1097166247921,2086850914.7306602,-3.0413,-0.65698294,-2.02649423,8.71110929,45.74134257,89.34803021,71.03953929,85850426758.07996,3.2571,85850426758.08,,2024-03-27T14:02:00.000Z,,,,,,2024-03-27 17:03:53.882980
4,5426,Solana,SOL,solana,649,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,444306678.5286368,572748455.4786679,True,,5,,,,2024-03-27T14:02:00.000Z,185.5976797057399,3739543077.8622704,-1.223,-0.85120931,-3.70044039,7.95140505,82.72578005,101.39131683,83.39286638,82462288612.67908,3.125,106300784391.89,,2024-03-27T14:02:00.000Z,,,,,,2024-03-27 17:03:53.882980
5,52,XRP,XRP,xrp,1279,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,54884241878.0,99987762348.0,False,,6,,,,2024-03-27T14:03:00.000Z,0.6175547406429389,2010308498.786547,-10.4526,-0.74819273,-3.12534544,3.99939031,15.92415386,16.65550555,-3.31538629,33894023758.352615,1.2846,61755474064.29,,2024-03-27T14:03:00.000Z,,,,,,2024-03-27 17:03:53.882980
6,3408,USDC,USDC,usd-coin,17674,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,32287299828.043236,32287299828.043236,False,,7,,,,2024-03-27T14:02:00.000Z,0.9999438223532225,9293428642.525562,5.9124,-0.0025861,-0.00171618,-0.01805726,-0.01391413,-0.02977968,-0.01473811,32285486003.518097,1.2249,32285486003.52,,2024-03-27T14:02:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-03-27 17:03:53.882980
